category,Price,Features,Name,ImgURL,ProductID
cameras,$299.99,"12.1-megapixel CCD captures enough detail for photo-quality poster-size prints
3x optical zoom lens with Optical Image Stabilizer
HD movie shooting capability plus HDMI output
2.5-inch widescreen PureColor LCD II screen; Face Detection
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)
2.5-inch widescreen PureColor LCD II screen; Face Detection
3x optical zoom lens with Optical Image Stabilizer
12.1-megapixel CCD captures enough detail for photo-quality poster-size prints
HD movie shooting capability plus HDMI output",Canon PowerShot SD780IS 12.1 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD (Black),http://ecx.images-amazon.com/images/I/31SE8FxiiZL._SX300_.jpg,B001SER47Y
cameras,Unavailable,"12.1-megapixel CCD captures enough detail for photo-quality poster-size prints
3x optical zoom lens with Optical Image Stabilizer
HD movie shooting capability plus HDMI output
2.5-inch widescreen PureColor LCD II screen; Face Detection
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)",Canon PowerShot SD780IS 12.1 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD (Deep Red),http://ecx.images-amazon.com/images/I/41iaa0gWa6L._SX300_.jpg,B001SER48I
cameras,Unavailable,"Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)
Smart AUTO intelligently selects the proper settings
3x optical zoom and 2.5-inch PureColor LCD II screen
10.0-megapixel resolution captures enough detail for prints up to 13 x 19 inches
DIGIC 4 Image Processor with evolved Face Detection Technology , Face Detection Self-timer
10.0-megapixel resolution captures enough detail for prints up to 13 x 19 inches
3x optical zoom; 2.5-inch PureColor LCD II  screen
DIGIC 4 Image Processor with evolved Face Detection Technology; Face Detection Self-timer
Smart AUTO intelligently selects the proper settings
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)",Canon PowerShot SD1200IS 10 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD (Silver),http://ecx.images-amazon.com/images/I/416TtqXZ-bL._SX300_.jpg,B001SER48S
cameras,Unavailable,"10.0-megapixel resolution captures enough detail for prints up to 13 x 19 inches
3x optical zoom; 2.5-inch PureColor LCD II  screen
DIGIC 4 Image Processor with evolved Face Detection Technology; Face Detection Self-timer
Smart AUTO intelligently selects the proper settings
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)
Smart AUTO intelligently selects the proper settings
3x optical zoom; 2.5-inch PureColor LCD II screen
10.0-megapixel resolution captures enough detail for prints up to 13 x 19 inches
DIGIC 4 Image Processor with evolved Face Detection Technology , Face Detection Self-timer",Canon PowerShot SD1200IS 10 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD (Dark Gray),http://ecx.images-amazon.com/images/I/51-ZGbbSnxL._SY300_.jpg,B001SER492
cameras,Unavailable,"10.0-megapixel resolution captures enough detail for prints up to 13 x 19 inches
3x optical zoom; 2.5-inch PureColor LCD II  screen
DIGIC 4 Image Processor with evolved Face Detection Technology; Face Detection Self-timer
Smart AUTO intelligently selects the proper settings
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)",Canon PowerShot SD1200IS 10 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD (Pink/Red),http://ecx.images-amazon.com/images/I/515WKMlW6VL._SY300_.jpg,B001SER49C
cameras,Unavailable,"10.0-megapixel resolution captures enough detail for prints up to 13 x 19 inches
3x optical zoom; 2.5-inch PureColor LCD II  screen
DIGIC 4 Image Processor with evolved Face Detection Technology; Face Detection Self-timer
Smart AUTO intelligently selects the proper settings
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)",Canon PowerShot SD1200IS 10 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD (Blue),http://ecx.images-amazon.com/images/I/51u5lte1L7L._SY300_.jpg,B001SER49M
cameras,Unavailable,"10.0-megapixel resolution captures enough detail for prints up to 13 x 19 inches
3x optical zoom; 2.5-inch PureColor LCD II  screen
DIGIC 4 Image Processor with evolved Face Detection Technology; Face Detection Self-timer
Smart AUTO intelligently selects the proper settings
Compatible with SD/SDHC, MMC/MMC Plus/HC MMC Plus (not included)",Canon PowerShot SD1200IS 10 MP Digital Camera with 3x Optical Image Stabilized Zoom and 2.5-inch LCD (Orange),http://ecx.images-amazon.com/images/I/51CYTpSwAnL._SY300_.jpg,B001SER4A6
cameras,Unavailable,"Package Contents - ZS3 Camera, Battery Charger, Battery Pack, Battery carrying case, AV Cable, USB Connection Cable, AC Cable, Hand Strap, CD-ROM
10.1 Megapixels for high resolution, detailed images and large prints
Image Sensor - 1/2.33-inch CCD
Media - Internal memory / SD / SDHC memory card",Panasonic Lumix DMC-ZS3 10MP Digital Camera with 12x Wide Angle MEGA Optical Image Stabilized Zoom and 3 inch LCD (Red),http://ecx.images-amazon.com/images/I/41Cs1bQH9OL._SY300_.jpg,B0021Y4XHY
cameras,Unavailable,"Record High Definition video (1080p at 30 fps with 16:9 aspect ratio)
Easily upload recorded footage to YouTube with built-in USB and software
Expandable SD/SDHC card slot up to 32 GB; Rechargeable batteries and charger included
Vibrant 2.5-inch viewfinder; Watch footage on HDTV with included cables
Edit and share videos with included software",Kodak Zi8 Pocket Video Camera (Raspberry),http://ecx.images-amazon.com/images/I/41zMM5ytb8L._SY300_.jpg,B002HOQ08S
cameras,"$1,499.00","18.0-megapixel CMOS Sensor and Dual DIGIC 4 Image Processors for high image quality and speed
Body only; lenses sold separately. Advanced HD movie mode with manual exposure control and selectable frame rates
Intelligent Viewfinder with 100 percent field of view; 19-point, all cross-type AF system equipped with dual diagonal cross-type sensors
Capture images to CF Card Type I and II, UDMA-compliant CF cards (not included)
Kit Contains: EOS 7D Digital SLR Body, Eyecup Eg (Not Shown), Wide Neck Strap EW-EOS7D, Stereo AV Cable AVC-DC400ST, USB Interface Cable IFC-200U, Battery Pack LP-E6, Battery Charger LC-E6, EOS Digital Solution Disc, Software Instruction Manual",Canon EOS 7D 18 MP CMOS Digital SLR Camera with 3-Inch LCD (Body Only),http://ecx.images-amazon.com/images/I/513UEazV06L._SX300_.jpg,B002NEGTTW
cameras,"$1,699.00","18.0-megapixel CMOS Sensor and Dual DIGIC 4 Image Processors for high image quality and speed with 3 Inch LCD display
Kit includes 28-135mm f/3.5-5.6 IS USM standard zoom lens; Accessories- EOS 7D Digital SLR Body; Eyecup EG; Wide Neck strap EW-EOS7D; Stereo AV Cable; USB Interface Cable IFC-200U; Battery Pack LP-E6; Battery Charger LC-E6; EOS Digital Solution Disk; Great Photography is Easy Booklet and ""Do more with Micro"" Booklet; Software Instruction Manual.
Advanced HD movie mode with manual exposure control and selectable frame rates
Intelligent Viewfinder with 100 percent field of view; 19-point, all cross-type AF system equipped with dual diagonal cross-type sensors
Capture images to CF Card Type I and II, UDMA-compliant CF cards (not included)",Canon EOS 7D 18 MP CMOS Digital SLR Camera with 3-inch LCD and 28-135mm f/3.5-5.6 IS USM Standard Zoom Lens,http://ecx.images-amazon.com/images/I/51vJbRvNVjL._SY300_.jpg,B002NEGTU6
cameras,Unavailable,"18.0-megapixel CMOS (APS-C) sensor; DIGIC 4 image processor for high image quality and speed
Kit includes 18-55mm f/3.5-5.6 IS lens
ISO 100-6400 (expandable to 12800) for shooting from bright to dim light; enhanced 63-zone, Dual-layer metering system
Improved EOS Movie mode with manual exposure control and expanded recording 1920 x 1080 (Full HD)
Wide 3.0-inch Clear View LCD monitor;  dedicated Live View/Movie shooting button
New compatibility with SDXC memory cards, plus new menu status indicator for Eye-Fi support",Canon EOS Rebel T2i 18 MP CMOS APS-C Sensor DIGIC 4 Image Processor Full-HD Movie Mode Digital SLR Camera with 3.0-inch LCD and EF-S 18-55mm f/3.5-5.6 IS Lens,http://ecx.images-amazon.com/images/I/41QdMAw60lL._SY300_.jpg,B0035FZJHQ
cameras,$639.99,"18.0-megapixel CMOS (APS-C) sensor; DIGIC 4 Image Processor for high image quality and speed
Body only; lenses sold separately
ISO 100-6400 (expandable to 12800) for shooting from bright to dim light; enhanced 63-zone, Dual-layer metering system
Improved EOS Movie mode with manual exposure control and expanded recording 1920 x 1080 (Full HD)
Wide 3.0-inch Clear View LCD monitor;  dedicated Live View/Movie shooting button
New compatibility with SDXC memory cards, plus new menu status indicator for Eye-Fi support",Canon EOS Rebel T2i 18 MP CMOS APS-C Sensor DIGIC 4 Image Processor Full-HD Movie Mode Digital SLR Camera with a 3.0-Inch LCD and Dedicated Movie Button (Body Only),http://ecx.images-amazon.com/images/I/51h6tijJiaL._SY300_.jpg,B0035FZJI0
cameras,Unavailable,"Motion Picture Recording (*2)[HD Video] 1920 x 1080 pixels, 60i
10x Optical Zoom in a Slim Body
Optical image stabilization
Recording Media - Built-in Memory, SD Memory Card, SDHC Memory Card, SDXC Memory Card",Panasonic Lumix DMC-ZS7 12.1 MP Digital Camera with 12x Optical Image Stabilized Zoom and 3.0-Inch LCD - Black,http://ecx.images-amazon.com/images/I/51rZoPgzg%2BL._SY300_.jpg,B00395WIXA
cameras,Unavailable,"12.1-megapixel effective recording
12X optical zoom (4X digital/48X total zoom)
Built-in GPS function lets you keep track of your photos by location
3"" LCD screen
Optical image stabilization",Panasonic Lumix DMC-ZS7 12.1 MP Digital Camera with 12x Optical Image Stabilized Zoom and 3.0-Inch LCD (Red),http://ecx.images-amazon.com/images/I/51DfK6pXgfL._SY300_.jpg,B00395YABI
cameras,Unavailable,"12.1-megapixel effective recording
12X optical zoom (4X digital/48X total zoom)
Built-in GPS function lets you keep track of your photos by location
3"" LCD screen
Optical image stabilization",Panasonic Lumix DMC-ZS7 12.1 MP Digital Camera with 12x Optical Image Stabilized Zoom and 3.0-Inch LCD (Silver),http://ecx.images-amazon.com/images/I/51by1SZJA4L._SY300_.jpg,B003960FFM
cameras,Unavailable,"Features 12.1-megapixel effective recording
Features 12X optical zoom (4X digital/48X total zoom)
Built-in GPS function lets you keep track of your photos by location
Features 3-Inch LCD screen
Features optical image stabilization",Panasonic Lumix DMC-ZS7 12.1 MP Digital Camera with 12x Optical Image Stabilized Zoom and 3.0-Inch LCD (Blue),http://ecx.images-amazon.com/images/I/51kxzQmArUL._SY300_.jpg,B003966MRM
cameras,"$1,799.00","18.0-megapixel CMOS Sensor and Dual DIGIC 4 Image Processors for high image quality and speed
Kit includes 18-135mm f/3.5-5.6 IS UD standard zoom lens
Advanced HD movie mode with manual exposure control and selectable frame rates
Intelligent Viewfinder with 100 percent field of view; 19-point, all cross-type AF system equipped with dual diagonal cross-type sensors
Capture images to CF Card Type I and II, UDMA-compliant CF cards (not included)",Canon EOS 7D 18 MP CMOS Digital SLR Camera with 3-Inch LCD and 18-135mm f/3.5-5.6 IS UD Standard Zoom Lens,http://ecx.images-amazon.com/images/I/41dY1tn5skL._SX300_.jpg,B003BM7X6I
