category,Title,Author,ReviewID,Overall,Content,Date,polarity
cameras,i was hoping for a better camera,Ben Collins,R1UQRW5KITSNZ1,3,"I have to say that I am NOT very pleased with this camera. I also own a canon SD200 and I was hoping that the S2IS would take better photos, but that hasn't been the case. The quality of the photos is about the same. Can't tell much difference between the two, but the S2IS has a much harder time focusing in. while using the zoom indoors the S2IS will not focus at all. Sometimes even outdoors I have a hard time with the focus. I expected a little better than this. My SD200 rarely has a hard time focusing. The things that I do like are the great zoom and great movie quality. If your planning on buying a video camera I would buy this instead. Takes great video and has the stabilization built in. if this camera would focus in better, I would love it. I find myself using the sd200 just because its more dependable in getting the picture in focus. I really wanted to love this camera, but there is just to many things you have to worry about to take great photos. I can also get just as good photos with my older sd200.","May 8, 2006",0
cameras,"Good Camera, But With Some Flaws",R. L. Pullen,R1C15B9CJRA1X2,3,"I've had the camera for about a month, and taken several pictures. Overall, I am pleased with the quality of the photos. I haven't had the same problem with AF that some reviewers mentioned, and none in zoom mode. I bought a lens adapter from lensmateonline along with a polarizing filter, along with a real lens cap and am very pleased. The addition is worth considering.My biggest complaint, and while the camera only got 3 stars from me, is framing shots. If it is a cloudy day, both the view-finder and the LCD screen darken the image so much that you have no idea what you're shooting. And, it's even worse on a bright sunny day. I hate ""trusting to luck"", but that's what you have to do.If I had it to do over again, I'd opt for a digital SLR. This camera will probably become the ""family"" camera.","May 19, 2006",0
cameras,A built in zoom for the advanced beginner,ZooMama,RXL1LI7ZCS344,3,"Do not depend on Amazon's description to include a note of the other items you may need.Now then...Krupnik has written a thorough review of the S2 ;) thanks Jim! I learned a lot from your review.**deleted review content - outdated tech, read below**update Mar, 7, 2010This thing drains batteries even when not in use & I was finding that I had to have recharged or new batteries ready every couple of days. I was also having problems with it not taking good photos in a lower light setting. The shots are VERY noisy - think a grainy film photo - especially when the batteries begin to run down, even with the amazing Sanyo Eneloops. While I have improved my skills using this camera and have been able to get some very good shots with it, I outgrew it quickly and the limitations I began to discover within the first couple of months convinced me I needed a major upgrade. I now am the proud owner of a Nikon D90 - and what a camera it is!! I would strongly recommend buying a newer version of the Powershot S series if the buyer wants to stay with the 'all in one' set up you get with them. (Nikon's Coolpix version is also very good) I had considered one thinking I would never be able to afford the Nikon, but we had a good tax return this year :) I realized I wanted to do more with photography than one of these cameras would allow. Basically, it's a good enough camera with a few shortcomings, but it's from 2005 & considering how fast technology is outdated these days, you'd be better off going with a newer model. I have changed my 5 star rating to a 3 considering there are newer & better models available. With tech, buying 'old' to save money isn't a good thing.","February 24, 2009",0
cameras,Macro falls short,"Dallas ""SF Mama""",RUMUKWFZKIQOF,3,"I currently have a Canon G3 that I love, but I've had it for a couple years now, and I'm interested in an upgrade. I use my camera mostly for macro nature photography and everyday around the house photos. Most of the time I use automatic settings and come out with decent results. I've been wanting a better telephoto lens for birding. This is what I was comparing the Canon S2 IS against when I took it out for a test drive this weekend. I will be returning the S2 - it wasn't worth it as an upgrade to me.There are a few design features that I did not like. The S2 uses the LCD to show what features are enabled. I prefer how the G3 has two seperate screens - one as a view finder and one for displaying settings. That way, if the LCD is closed, I can still see what settings I have selected. The eyepiece viewfinder is digital, not optical. When I'm zoomed in all the way, I will use it to track an animal, where I can see more of the scene, but the S2 eyepiece displays the same picture as the LCD, and when zoomed in all the way it was too blurry to see anything.I loved the image stabilization and the telephoto lens. I was able to stand in my house and get decent photos of squirrels and birds in trees outside. I could get clear basketball players at dusk from a distance. The colors did not seem as rich as my other camera, but the image quality for normal shots seemed just as good. The camera focuses quickly and the pictures are quick.The macro lens is what I was very disappointed about. It's true that you can get a photo with the lens directly on the object - I got a shot of the newspaper with the lens touching, but no animal or insect is going to let me get that close for a photo anyway. The part I disliked the most with the macro is that you cannot zoom in that mode. Usually I get as close as I can physically and then zoom in, but not with the S2.Personally, I still want a camera that can do a telephoto zoom as well as this one, but not lose the macro capabilities I have with my G3. Unfortunately, I don't think there are any available right now that meet my needs, without me going to SLR.","November 10, 2005",0
cameras,"Worked great for over 6 years, then BSOD.",Christopher M Carney,R1NVEGZES299L8,3,"Like so many others who purchased this camera I experienced the black screen-of-death (BSOD) on the LCD and viewfinder, rendering the unit inoperable.As I understand it the problem is caused by a stuck shutter. After a little bit of research I found a site that posted a remedy which actually worked for a time. I'll post it here in the hopes that it may help someone out. What you have to do is set the camera to Tv mode using the dial on top. Tv stands for shutter priority mode. You then go in through the on-screen settings to increase the shutter speed to the maximum amount possible - in my case 15 seconds. You then take a picture, holding your finger on the button (it will take a while), and after about 7-8 seconds you open the battery compartment while the shot is still in progress. This is key. The idea behind opening the battery compartment is it interrupts power to the camera, causing a quick power jolt to the shutter motor in the hopes of making it unstuck. I was incredulous about this at first, but it actually worked, for a time.That was a few months ago. I was able to get a couple more pictures out of it but now I can go through the above procedure 10 times in a row and still no love. I have read that some users had to do it as many as a dozen times in a row before they got the shutter unstuck, but my feeling is that if you're doing that just to get off one picture you're probably better off looking for a new camera.I give this camera 3 stars because for about 6 years it took wonderful pictures, mostly of my kids growing up. It was very easy to use, extremely versatile, and it was a cinch to upload pictures to the computer and edit with the included software. Unfortunately, this stuck-shutter issue really hurt the Canon Powershot S2 IS credibility (and no doubt of Canon itself judging by the number of negative reviews here and elsewhere), and though I may have been luckier than most with this product's longevity, it is very difficult to excuse them for not dealing with a known defect on a $400 camera.","November 5, 2013",0
cameras,Good for outdoor photos only,N. Bessie,R2EAI8TWO8GR64,3,"Great camera for outdoor photos in full sunlight...outdoors in low light or indoors in any kind of artificial lighting...this camera's auto focus goes crazy!...MOST if not all of your non-flash indoor or low light photos will be at least slightly if not totally out of focus....As a result, I'm looking for a manual focus digital SLR...this one goes to eBay!!!","October 8, 2007",0
cameras,Good camera for ameteurs,"R. SYED ""Rafee""",R1996NEF2G1AJA,3,"I have been using this camera for about 1 year. Some of the problems with this camera is1) Lens cap doesn't stay on the lens, it always falls down. There is no grip.2) View finder doesn't show the actual picture that the camera will capture. i.e what you see in the view finder is not what you get. The good news is, the picture that is captured is better than what you see in the view finder.","September 9, 2006",0
cameras,"O.K. Camera, not great for the price.",Wayne Groover,R2XV237XOIUY67,3,"I buy equipment for my company. I bought several cameras to try out, and this was one of them. This camera is decent, but a little difficult to use, and unless you fiddle with a bunch of settings, the photos are not great. I don't like the automatic mode. We went with the Fuji Finepix S5200.","January 4, 2007",0
cameras,"Great Pictures, but died in less than 2 weeks","Danlib ""Danlib""",RGE6OG4TJVSD8,3,"The Good:While it worked, it took fantastic pictures.The 12x zoom is great.The image stabilization works perfectly.Uses AA batteries.The Bad:The 1.8"" LCD is too small.The autofocus is slower than my Nikon.You can't have the LCD and viewfinder on at the same time.It died after less than 2 weeks, 3 days into a once in a lifetime vacation. Thank goodness, I brought my Nikon too.Really Good:Amazon issued credit without any problem.I'm replacing it with the Panasonic DMC-FZ7S. I haven't got it yet, but will review after I've had it a few weeks.","May 3, 2006",0
cameras,Blurrrry action shots,Picture mom,R3D3LRB7ROJPUF,3,I really had hoped this camera would be it. I have 3 children all in sports and I wanted one camera to take with me...this is not the one. If there is much of any movement in the shot it is a blur of color.,"March 8, 2007",0
cameras,Go for the DSLR,tim_sf,R9O0Y2PID4QH6,3,"I bought this camera based on some of the reviews and because I didn't want to shell out $1000 for an DSLR. I got it home and started playing with it.Sure, it's a decent camera, but it was obvious that I would eventually want to upgrade to an DSLR.All things considered, there are a couple of ways to think about this camera:One is that it is a relative bargain for what it offers. High resolution, relatively fast shooting speed (compared to other point and shoot cameras), high quality video capability (amazingly good), image stabilized lens (low light shots were still blurry), 12X zoom, macro capability in an all-in-one package. You don't really need any addons except for more memory and a case.The other side is that it is expensive. $450-500 is expensive for anything, and this camera is no exception.For me, I believed the latter. Since I was spending $500, why not spend a few hundred more (ok 500 more) and just get the Digital Rebel XT?Anyway, after battling the 2 sides for a day or so, I returned the camera and bought the digital rebel XT. My advice is to definitely go for the DSLR, they are in different leagues.The S2 performed poorly in low light. It has an overly complex menu system. The DSLR has more buttons. I like buttons. They are much more accessible than a nested menu system.The S2 was slow, offering 1.5 fps (max) while my DSLR has 3 fps. I found the wait to take my next shot with the S2 agonizingly slow, with the flash much longer.Strangely, the S2 has a lens cap that just won't stay on. Perhaps one of the weakest aspects of the camera. I was holding the camera still, and the cap just slid off to the floor. Be prepared to lose the cap eventually.The S2 has a cheap plastic silver look to it. It looks like the ""flavor of the month"". I'm not sure why so many electronics are plastic silver. Guess it's the trend. I'd much rather have black. I believe the S2 is as heavy as or even heavier than the Digital Rebel XT.Bottom line is the camera may be one of the best sub-DSLR camera out there but it doesn't come close to the DSLR . Not by a long shot.","September 17, 2005",0
cameras,"Great camera, lousy documentation",Henry Stien,RW2K0LCPM5YRO,3,"We had the family Easter Hunt yesterday and my father-in-law brought his new canon camera. We spent 1/2 hour going through the manual to figure out the basics and found a lot of errors in manual. Much of what we tried didn't work, including how to erase all images. It had somehow protected an image and we couldn't delete it. The reference pages were often wrong too. Luckily one friend had a similar canon camera and could give lessons. It does have a lot of great features but the documentation should have been better. It may have been returned if someone hadn't been able to teach the features. We also blew off the advanced features such as the special effects and used a media editor program, roxio emc8 instead. When you ignore the over 70 year old market and don't take the documentaiton seriously that is a big strike against the product. Tech stuff is hard enough for many people so at least canon should have put more effort into their instructions.","April 16, 2006",0
cameras,a little disapointing......,"V. Sexton ""teen angel""",RBU0QJIAPG54A,3,"I bought this camera for my dau....It isn't always clear.......The zoom isn't what we thought, and inside pictures don't come out always.......when it is good it is great!!! but when it isn't it ISN""T!!!!!like one is good....very next pic is bad, nothing changed, soooooo I wouldn't buy it again,but I can't really say it is completely bad either........ so I give it a 3......","July 21, 2007",0
cameras,Not at all impressed,Jennifer Brooks,R29AZCEN16YLGD,3,I am not a professional photographer but I do have specific needs in which MOST digital cameras do not meet. This happens to be one of those cameras. I do not like the fact that there is a delay between releasing the shutter and getting the shot. I have bought 3 digital cameras and have returned all of them for this reason. I am going back to film but if anyone can recommend a camera that can perform this feature that would be wonderful,"April 18, 2006",0
cameras,Better Choices Are Now Available,Fred Anonymous Smith,R3JV9FD71UEUGP,3,"Since no camera is perfect for everyone, I truly hesitated (for over a month) to write this review. But, since I wrote a glowing review of another Canon camera model (the A620), fairness almost demanded a less positive review where equally warranted.Like a previous reviewer, I also returned the Canon S3 IS recently purchased. And, just like that other reviewer, a significant reason was the small LCD display. I found it nearly impossible to use without reading glasses - not an obvious issue until actually using it in the ""real world."" Of course, the Canon A620 has the same small display, but one is more willing to overlook an annoyance such as this in a product costing considerably less. But, with a camera costing as much as the Canon S3 IS, there is little excuse today for such a small display (indeed, several other cameras in this price range offer a larger display).Regardless, if this were the only issue with the Canon S3 IS, it might have been possible to live with this annoyance as well. But, added to that, the overall quality of this camera bothered me. Some aspects of the camera, such as the plastic tripod mount, suggests cheap construction. I seriously doubt a plastic mount can survive the repeated punishment of the often sharp metal screws found on the typical camera tripod. Plastic into plastic, perhaps. Metal into metal, of course. But not metal into plastic. Canon should know this, but went ahead with the plastic anyway. Since I use a tripod often (anyone seeking good images should), this annoyance was a little more difficult to ignore. But, moreover, this got me thinking about the rest of the camera. If Canon was so willing to cut corners with a plastic tripod mount, one has to wonder how far they went to cut corners in places consumers cannot easily see - the electronics and mechanics inside the camera.There were other minor disappointments (weak flash, noisy EVF, and so on), but I could reasonably live with those. None, including the above, were enough to cause me to utterly rule out the Canon S3 IS. The early reviews of the newer Sony DSC-H5 were the final straw. A look at the features, and a trip to the store to actually handle the camera, was enough to finally cause me to switch.The Sony offers an additional 1.2 million pixels of image resolution (even if one doesn't make larger prints, the extra resolution gives more room for cropping images), a larger LCD display, a better EVF, a metal tripod mount, a stronger flash, and more. It also performs better at ISO-400, offering another full stop of usable exposure over the Canon S3 IS (important to me during the long dark winters of northern Europe, but a benefit to anyone shooting in low-light conditions). The Sony doesn't perform exceptionally well at the larger ISO settings (ISO-800 and 1000), but neither does the Canon (no ISO-1000 setting, but similar performance at ISO-800). Otherwise, both the Sony and Canon are pretty evenly matched - little else gained or lost by chosing one over the other. I did lose the articulating display offered on the Canon S3 IS, but, more importantly, gained significantly in the other areas mentioned in this paragraph.Like the other reviewer, perhaps a future Canon S(?) IS camera addressing these issues might tempt me to return to the Canon fold. But, in the meantime, Canon has lost this customer to Sony.","July 4, 2006",0
cameras,A Not So Great Point-and-Shoot Camera,P. Olivier,R111EWIKCZ6P09,3,"I'm a very experienced photographer, been published and won a few contests too. I use Canon SLR cameras, lenses and equipment which is GREAT stuff. So, when I wanted to add a professional level point-and-shoot camera the Canon Powershot S3 IS was an easy choice. It has excellent optics and essentially the same technology used in Canon's SLRs. So what could go wrong?First and foremost, everyone should know the Electronic Viewfinder on S3 is VERY pixelated and dark - like looking thru heavy mesh screen. It's difficult to know when you have a sharp focus. Also, the LCD screen is VERY small and dark. It's difficult to see images on this screen in bright light. It simply does not work well for me doing fine art photography. If you plan to use this camera 100 percent of the time in autofocus, these concerns do not apply to you. However, if you plan to do any Macro photography this will be a problem. Personally, I like to know with absolute certainty my photos are sharp and subjects are in focus. No one likes to see fuzzigraphs!I have also found it far too easy to accidently push one of the many buttons scattered over the camera surface. For example, I had set the camera to best quality, highest resolution to shoot flower pictures. Somewhere along the way I hit the wrong button and took a few low resolution images before discovering the change of setting. My SLR's have lots of buttons too, but I've never had this happen before.The macro (close-up)capability of this camera is greatly over-rated. It only works on wide angle settings of the lens. Therefore, you must be VERY close to the subject photographed. I bought a Canon 500D close up lens to take macros and still have the full 12X zoom of the camera's lens.A few reviewers have commented on the very poor quality of the manual that accompanies the S3. I must agree. It IS hard to figure out and I've got a lot of experience reading Canon manuals, figuring out Canon menus and setting camera dials. It's been my experience most folks don't read the manuals. They learn just enough to take pictures and never explore the full power of these devices. The big ""P"" on the Program dial does NOT stand for ""perfect"". So, if you don't read manuals, ignore my comments.The picture quality is very good and should not disappoint anyone - assuming of course it's properly focused. The one thing you need to know is that as good as the meter is in this camera, you will have to learn about Exposure Compensation if you expect properly exposed images. Over- and under- exposures can be avoided with compensation and using the camera's histogram features.I gave this camera a 3 star rating because it does not live up to the quality and performance I've come to expect from Canon. It's a decent camera, but for it's price it should be MUCH BETTER.","October 16, 2006",0
cameras,The good and the bad...,K. Gittins,RYPL3DVU0USRT,3,"After giving up a 30-year hobby for a while, I sold all my film stuff and got a Canon A95 to check out digital photography. When the A95 was stolen, I got an A620. This got me back into photography enough that I bought a Pentax DSLR and a bunch of lenses. As that bag started to get quite heavy and bulky, I started pooping around with the A620 again for those times I wanted to travel light or casual (such at a nephew's wedding where I was not, thankfully, ""the"" photographer.) However, the A620, nice as it was, is a bit limiting on the focal length - not particularly wide, and not really telephoto, either. So, I decided to sell the A620 and get the S3, mainly for the longer focal length for daylight people shots.I opted not to get the S5 as I would not be using an external flash, the extra megapixels are not needed, and the other minor differences did not justify the additional $200 in cost.So, am I better off than before? Maybe. I have a nice stabilized zoom, and a better movie mode that I'm sure I will put to use on occasion. I have a faster continuous shooting mode as well. And the live histogram is a great feature, too.If that was the end of it I would give it 4 or 5 stars. However, with all the good stuff, there are a couple things that are a real problem.First is the ISO button on the back. This is very easy to push by accident (perhaps even with my nose?) and if you don't frequently check the tiny ISO setting in the viewfinder (if you are shooting that way), you run the risk of some unusable, grainy high-ISO shots :-(Second, a good/bad thing is the ""S"" button on the back. This is a ""shortcut"" button that can be set to one of a few functions, such as focus lock, white balance, movie frame rate, etc. However, it comes set to adjust the image size. So, much like the ISO button, until you switch the setting you'll risk shooting a bunch of small images before you realize the error. I have subsequently changed the button to simply turn off the display.The third issue is the poor high-ISO performance. At 80 or 100 the image is smooth and nice. At 200 there is a touch of grain but definitely acceptable. At 400 you are going to have noticeable grain, and you should only use 800 for documentation - such as showing the neighbor's car in your parking space, or similar non-artistic images (unless you are using grain as the effect).So, essentially a great camera has some serious button problems. Too bad the ISO is not just another programmable shortcut button. I'm thinking of making a little cover over it - how silly is that? (Edit - I've stuck some 1/4 inch rubber circles right next to the button. They've nearly eliminated accidental button pushes, though I still check the setting frequently.)Oh, the EVF is pretty grainy compared to an optical viewfinder. And the LCD, like most, is a pain in sunlight, even in the ""bright"" setting.If you don't need the fancy stereo-sound movies or a rotating LCD, there may be better alternatives.","July 17, 2007",0
