category,Title,Author,ReviewID,Overall,Content,Date,polarity
cameras,Cool looking camera......Bad video quality,ArkRaider,R2WNA23FOYJ5SN,3,"I bought this camera from best buy on sale. I did a few days of research and was leaning toward the sony t500. Then I saw this canon on sale so I picked it up. I am now returning it because the video quality is really quite terrible. There is noise all over it! Even on a bright sunny day outside, you could still see noticeable noise in the video. Also, beware the HD video. I had seen online where some people warned that it takes a lot of cpu to edit it. Well my pc couldn't even play back the video file without it being choppy. And I have a very nice pc! Just keep that in mind. I do have to say the camera itself looks very cool and the menu system is very intuitive. But looks can be deceiving.=)","March 26, 2009",
cameras,As compared to the SD110,Sidney G. Mcdaniel,R29MO4D9ER3V0A,3,"I bought the SD110 (3.2MP) back in 2004 and decided it was time to upgrade this year as it was showing some age. The latest version of that same line is the SD1200. I have had it for a few weeks now and have a few observations. The SD1200 is much faster from the time you turn it on until it is ready to shoot as compared to the SD110. Next, the screen is far better than the one on the SD110. Very bright and readable even in sunlight. The camera itself is smaller than the SD110 as you might expect but does feel a little cheaper. So far I have taken the SD1200 to three main events. A birthday party, K-4 graduation, backyard play time. The birthday part pictures did not turn out well in automatic mode. We were indoors (Pump-it-up) and the lighting was probably not the best. The images were blurry for the most part. I had the same issue at the second event (K-4 graduation) but this time I switched to manual mode and used the ""indoor"" setting. This greatly improved the picture. Finally, the outdoor shots turned out looking wonderful in automatic mode. With the SD110 the automatic mode was always better than any of the manual settings. It seems with the SD1200 that is not the case. I will continue to explore the settings/features of the camera. I was expecting the SD1200 to be far superior to my 5 year old SD110 but so far the pictures themselves have not turned out markedly better.","May 17, 2009",
cameras,Lens Error- stuck open. .,Steve Olsen,RDO9QV0K5ICGG,3,Had used camera only 3 weeks. Lens stuck open. Did not drop or mistreat. Lens error message seen on screen and calling Canon resulted only in send it for repairs. Read on internet several threads about Canon small cameras having dreaded lens error causing camera to be inoperatable. Many report that Canon did not honor warranty saying camera dropped or mistreated. I just sent my in. Don't know what Canon will say but not hopeful. Like picture quality with few pictures I got from camera before it died.UPDATE 6-18-2009 Camera returned from Canon with complete lens assembly replacment. I appreciated that it was covered under warranty! Thanks Canon. Just want readers to be aware if they search internet for Canon lens error that this is a problem reported by many who own the smaller Canon cameras like sd1100 and sd1200,"June 7, 2009",
cameras,Didn't give me the big WOW factor I wanted or expected.,Jennifer,R2OPPSAS5GBSUT,3,"After four years of using the heck out of (and LOVING) my SD600, the two batteries no longer hold charges well, so it was either $80 for two new Canon batteries (I know I can get off brands but I don't think they last as long), I decided to spend the bucks on the new Canon SD1200.I only tested it for one day because when I pulled it out of the box, the LCD screen had a HUGE scratch on it, so I knew I would be returning it. But I took a bunch of test shots to see if I really liked it and wanted to re-purchase it. Keeping in mind I didn't get to review every aspect of the camera, what was my overall review after one day's worth of test shots? In one word: meh.There were highs and lows/pros and cons. I am sure I would grow to love it, but there are definitely things I like and things I don't.CONS?* The power button is harder to turn on (moreso one-handed like I normally do since I am rushing to take a quick picture of the baby). It doesn't stick out as much as on the SD600. (On the 600 I could quick push the raised button with my fingernail. On the 1200 the button is more flat so it's harder to reach.) Other reviews have liked this, as they don't want to accidentally turn their camera on...but in the four years I've used this camera, I've never had it turn on accidentally in any pocket, purse, bag, etc...so I don't like the new button style. I am sure, with time, I would get used to it...but my first impression wasn't favorable.* The slider bar (between auto, program, and video) is not as easy to slide as the 600--and it's a bit harder to do one-handed as well (which is how I normally use it, especially when taking pics of the baby). Again, I think the button was raised more on the 600 than on the 1200. I can slide the bar on the 600 by feeling the clicks as it moves from one status to the next--and can easily flick back and forth with ease. With the 1200, I had to pay special attention to moving it and I often overshot the status I wanted. Again, I am sure with time I would get used to it...but my first impression wasn't favorable.* The Auto function didn't seem to work as well as I thought it would--I got A LOT of blurry and too-dark and too-bright pictures that I really thought would be normalized with such a lauded AUTO feature. And I was sure I did things right (hold the button down halfway first, etc.). I really wanted to love the new features of Auto because I currently use Program all the time to adjust the amount of flash (so I can take closeups of the boy without blinding him or to add more flash when it's dark in the room) and Auto should take care of that. It may have just needed more experimentation? But then again, it shouldn't have--because it's AUTO.* The wrist strap isn't adjustable. It's not something I use a lot, but when I want it, I like having it there (like on a carnival ride or hanging over the balcony of a cruise ship). It's just a little thing, but it could be a very big thing if it's something that causes you to lose your camera. (If I bought this camera again, I would switch straps with my current camera, the 600.)PROS?* The ability to use a 16GB HDSC card! Pure heaven...especially since I take close to 1000 pictures a month of the kidlet! The 600 can handle a 2GB card which fits a lot of photos, and I rarely am away from home for so long that I can't offload the pictures...but I love having space and 16GB is enough to take tons of pictures and long videos without having to edit/delete photos while you go.* I do like the specific play button (instead of it being on the slider bar).* This camera takes the easiest and best macro photos of any I've ever owned. Pure awesome. (But how often do I need that? Not very.)* Some Auto flash shots turned out way better than I expected. Our living room is about 18' long and often dark. I just took a quick test shot from the kitchen and it lit up the entire room like daylight!* Most of the menu options are the same as my 600 so the learning curve wouldn't be too high.* I love that it's available in colors. Silver tends to get lost in the shuffle of mess on the counters or in a bag. But colors really stand out so it's easier to find quickly.So, will I be buying this camera again? I'm honestly still deciding, but am leaning towards probably not. I was really excited to get a new/better/faster camera...but it just didn't give me the big WOW factor I wanted and was expecting. And as you know with cameras, the next thing is just around the corner...","September 17, 2009",
cameras,"Over priced, low quality images",Sam Hod,R3RC6EANKUG85,3,"When taking pictures in bright light the quality is fine. However, when taking in low light (see an typical lamp lit room at night to anything darker) the quality of the image degrades significantly. There is a VERY noticeable grainy and blurry quality to the picture. This camera is NOT capable of taking low light pictures in automatic mode. Switching to to manual and messing with the setting will improve the picture. However, there will still be a bit of a blur and grain. The only good quality of this camera is it compact design and very fast off to picture taking capable time.Overall, I am unhappy with this camera and would NOT buy it again, nor recommend it to anyone. The inability to take a decent picture at night when it seems like there is plenty of light around is a killer. The camera is well made. It seems sturdy and like it can handle being in the pocket despite its small size. This will fit into the tiny pocket of a female's jeans without worries of it falling out.","October 24, 2009",
cameras,slightly disappointed,"L. Doong ""ugarugger""",RPOHTB5WLZ70S,3,"I've owned a few Canon powershot cameras over the years, and in general I have been very happy with them (obviously if I keep buying them). But this particular model has a few flaws that have really disappointed me since I purchased the camera in Oct. 2009.1. the auto focus hasn't been working properly - especially in indoor situations. Many times when trying to take photos of friends, I've noticed that the auto focus changes to the macro setting. And no, I'm not taking close-ups. So in order to take decent photos I have to set it to manual and indoor, then the photos turn out nicely.1. the image stabilization doesn't work too well - I have to hold the camera extra still for the picture to come out clearly. any movement whatsoever and the photo comes out blurry.To be fair, I don't know if this is just a problem with my particular unit (i.e. I got a lemon) or if this is a problem with the overall model - I haven't bothered looking at all the other reviews, as I don't have that kind of time.I am going to contact Canon directly and see what they can/will do about it - I will update this review afterwards...I really hope it's just a problem with my unit because I have been very happy with Canon cameras and would hate for this one model to ruin that for me.","February 10, 2010",
cameras,very UNDER impressed,"J. Finan ""Jack of All Trades""",R1A8UCES0CZ97D,3,"Just got this cam yesterday and I had high hopes. Unfortunately, I think that I may end up returning this camera.PROS:*yes, it is very small and attractive*seems well constructed*good price ($150) for supposed ""CANON QUALITY""*charger is compact and nicely designedCONS:*terrible low light performance! my pictures are either too dim (if the subject is more than 6' away), too grainy/noisy, or straight up blurry because the shutter is so slow (to let in enough light) that the subjects are blurry from slight movements*weak flash (contributes to above point)*colors seem bad, off, and/or weak...maybe a fault w/ auto WB, I will experiment w/ manual selection of WB*menus are a bit convoluted; you can't get to certain settings unless you are in certain modes. you change the mode, and all the sudden the same menu button opens a ton more settings that weren't there before. I realize it is because these settings probably only apply to the current mode, but how about some ""master"" settings, so u can have the same preferences already set fro when you go into the associated modes???*waterproof case. this is a general canon complaint. they make probably 10 current compact models that can use a waterproof case. unfortunately, they use 10 different cases. each costs ~$200...that means if I want to buy a case for more than I paid for the camera, it is worthless in 2-3 years when the camera breaks and I cant find (or wouldn't want) a replacement. hey Canon, how about a little more interchangeability. couldn't you use a fairly standard shell and just upgrade the internals? maybe make the case so if one camera had a longer lens, or was bit thicker, you could just change some little rubber spacers in the waterproof case? as it is right now, I want a waterproof case, but I can't buy it now because I don't know if I'm going to keep this camera. so make more universal cases or make better cameras so I don't need to second guess keeping it. :)If anyone has any suggestions to improve the quality of this camera (besides plunking down another $200 for a better model, I would greatly appreciate it. I have had compact Sony's (Cyber Shot DSC-W7), Nikon's (2100 Coolpix), Kodak?, and various older digital cameras...and I would rate this Canon as the most compact, but probably in the lower quartile in terms of image quality (down with the cheaper/older cameras). Part of me thinks, it's not a DSLR, it's very small, give it a break...but I know I can do better.","August 7, 2009",
cameras,Not horrible but not great,momofone,R3G5ID0XZ4D9GP,3,I have had this camera for over a year now. It got the job done but I never got the quality of picture I wanted. I compaired this to my mothers Cannon camera which is only a 7.1 mega pixle and her camera was getting much better quality than this 10 mega pixle. I have finally replaced it with a Nikon Coolpix S9300 which is a 16 mega pixle for the same cost as this camera. I made this choice only after going to a store and taking pictures with mulitple cameras to see which got the best picture.,"December 15, 2012",
cameras,Auto settings horrible!,Craig Smith,R3LUPFXMW2DRQT,3,"I loved my previous version of this camera, but the auto settings are horrible. About 50% of the photos are either out of focus or grainy like a 2 MP camera.","December 2, 2010",
cameras,Not as svelte as the 1100 IS,H. Birenbaum,R2MHF5NQLBGRB8,3,"This model replaces the 1100 IS camera, an excellent camera. This camera is not as thin, and the focusing mechanism is noisy. In my opinion the pictures are not as sharp as the 1100 IS.","September 18, 2009",
cameras,The photos aren't that great but not bad,PG,RGUWPHGAKLVMQ,3,"I'm a bit disappointed since I had higher expectations from this camera. It's ok and does the job but the photo quality is not that great. The flash is certainly too powerful and makes photos taken with flash way too bright. Sometimes the auto doesn't focus correctly and I have to turn it off and on again for it to work and by then the photo opportunity goes away! Right now, my iPhone photos are better.","October 21, 2013",
cameras,Annoying,Taylor,R34MMO9V9MOOY2,3,"I loved the camera at first. Super cute, great zoom, and very sleek. Over time though, I realized it took forever to take a picture. If you didn't press the button ""just so"" you'd miss the shot. Image Stabilizer? Muh..I wasn't so impressed.","February 7, 2012",
cameras,Canon Powershot,AAM,R38BRB438OLNP2,3,"The camera isn't awful, but I wouldn't recommend it being anyone's first choice. The pictures don't focus very well sometimes and tend to create ghost-like images from surrounding lights. Pictures aren't always terrible though.","December 19, 2011",
cameras,Poor latch on battery/SD Card Compartment,Dave Davis,R3EEPNFU5LGHKE,3,"I've owned Canons since the 70's. I started out with an AE-1 and now have an XSi. I'm very partial to Canon cameras and thought this one would be a good one to carry around in my pocket so I ordered one from Amazon. I was really surprised when I received the camera and opened the battery compartment. The battery compartment door and latch is plastic and very flimsy, didn't close with a tight ""snap"", and didn't seem strong enough. I could just visualize the door breaking as I am constantly inserting and removing SD cards in my cameras. I returned it without even snapping any photos so I really can't comment on photo quality. Knowing Canon, the quality is probably great but my concern over the latch was a major issue with me.","January 19, 2010",
cameras,Good Camera for the Money,"James. ""Somewhere, Racin' or Playin' Music""",R26C784PNVEV8K,3,"I bought this camera as a replacement to my previous 570IS, though I had a Nikon for a few days, but thats another story.This particular camera works just fine for your average run of the mill taking of pictures, It only has 3x optical zoom, so you can't get those close ups unless you're close up. it has a tough time with low light pictures at times, but its only a pocket rocket.Video, I use it too much, it has an audio limit, so no rock concerts unless you want all the breaking up and distortion of sound. I wish it had an image stabilization in the video like the Nikons, but it works fine.All in all, its ok, if you can get a killer deal like me.","October 25, 2010",
cameras,Blurry pictures,Casey Meyer,R3P820JN04YLK1,3,"I normally love Canon products. But this camera is a complete letdown and I've resolved myself to sell it. Every picture is hit or miss, with about half coming out very blurry. For instance, if you are with a group of friends and let someone else take a picture of your group, odds are it's going to come out blurry. Luckily I've had some folks say ""let me take one more"" when they realized it was blurry, then they got another good photo.I honestly don't understand where all the good reviews are coming from with this camera. It's like ten steps back compared to all of the other Canon cameras I've owned. Think I'm going to try another brand.","January 22, 2011",
cameras,"Poor picture quality, broke within one year, poor customer service (Canon)",Foodie78,RSFGUOOF5B4CA,3,"I received this camera as a gift and immediately was disappointed in the quality of the photos. Outdoor shots look great, but indoor shots always come out grey-ish and require photoshopping. The flash is too bright, and even after it is adjusted, the focal point is blown out. The one feature I love is the video. The videos come out much clearer than those from our mid-range digital video camera. My biggest beef is that the toggle that switches between video and regular photos stopped working, so now I am stuck in video mode. I contacted Canon and was told the repair would be $100 (I'm 15 days out of the year warranty), just $9 less than the new SD 1300 I just purchased last week as a gift. I was sent to the Canon ""loyalty"" department and told I could trade mine in for a refurbished model if I paid an additional $80. Very disappointing. Eventually, I spoke with someone who thinks they can help me get the camera fixed for free since the repair is minor and the warranty recently expired. I just hate having to go through the runaround and had hoped from more from Canon.","December 20, 2010",
cameras,nice point and shoot,"Sonador ""Megusta""",R1TUSZ5HFTL4X8,3,"What I like:+ auto settings for dif scenes (foliage, seaside, snow, etc.)+ I have gotten some great 'micro' closeup shots (insects, acorns)+ good image stabilization (anti-shake); I've taken some successful shots with slow shutter speed.+ great self-timerWhat I don't like:- badly designed operator's manual--who writes these things nowadays?! It is not intuitively accessible or even logical in some instances. Good luck with it.- And I really don't like this: no way to adjust the aperture, which I know isn't an issue for most people just wanting a point and shoot, but consider this: if you have a scene you really like, the depth of field (detail in the distance) won't be so great. (It shoots pretty consistently at the low end, 2.8). If you just look at 4 x 6's, you won't notice it, but if you want to make some quality enlargements, you will.- I got this model because it has a viewfinder, in addition to the lcd screen. But what you see in the viewfinder is not what will shoot, so it's an essentially worthless feature--which they have dropped on later versions.- I don't think it does so well with backlit subjects, or any uneven lighting scenes.I recommend getting a gorillapod tripod to use with this (I got the small one, and used it a lot in the woods with Fall scenes, myself hidden like Waldo in the scenes)","November 2, 2010",
cameras,Canon Power Shot,Luisa Maldonado-Stiers,R2EM6GZF3MBL9E,3,"Thi is a great little camera. It is compact, easy to use and takes great pictures. The fact that it brings its own battery charger is a plus as well. It takes great zoomed in pictures with little if no camera noise. The viewfinder is of great help when taking pictures in bright sunlight and the main reason why I purchased this camera, for its viewfinder. The video portion of this powershot is great if you do not have to zoom in and record. When doing so, the resulting video clip is blurry and grainy. This is a great disappointment and the reason why I gave it an overall 3-star. I have another small digital point and shoot camera, the Kodak Easy Share C182 and both its pictures and videos are of excellent quality. Unfortunately, it doesn't have a viewfinder so taking pictures in bright sunlight is difficult to accomplish.","October 31, 2010",
cameras,"Shooting video: Initial focus and that's all, per video",Thomas Hundt,R30NP3UMCA05FG,3,"One gotcha with this camera is that, when shooting a video, it focuses on whatever you're pointing at initially (when you push the shutter button halfway down), and then that's it for that video: It's impossible to get it to re-focus on something else. Zooming also screws it up. So forget about getting too creative with your videos with this thing. Forget about someone walking towards you, or zooming in, or showing a whole lot of action. (Because who wants action in a video, right?) Canon obviously wants to sell you a camcorder. :-(","September 14, 2010",
